genres,popularity,vote_average,spoken_languages
Horror,2.190786,4.4,English
"Crime, Horror",7.18216,4.8,"Italiano, English"
"Fantasy, Horror",11.841506,5.9,English
Horror,2.138141,4.6,"English, Deutsch"
Horror,2.739535,4.5,"English, Deutsch"
"Horror, Thriller",0.198093,6.0,English
Horror,3.371289,5.4,English
Documentary,0.651714,6.3,English
Documentary,2.286217,6.5,"English, Français, Español"
"TV Movie, Western",0.022989,5.4,"Français, English"
"TV Movie, Western",0.109194,6.0,
"Romance, Fantasy, Adventure",5.632803,5.7,English
"Adventure, Fantasy",0.804678,5.8,English
"Horror, Science Fiction",4.307941,6.8,English
"Horror, Science Fiction",3.522296,6.8,"English, Latin"
"Horror, Science Fiction",8.388808,6.3,English
"Horror, Science Fiction",2.049849,6.4,English
"Horror, Science Fiction",1.816665,6.5,English
"Horror, Science Fiction",2.302582,5.9,English
Horror,8.355326,7.2,English
Horror,2.067929,5.1,English
Horror,8.913793,6.1,English
Horror,3.321958,6.8,"English, Latin"
Horror,3.952446,5.9,English
Horror,3.764162,5.9,English
Horror,11.174533,6.0,English
Horror,2.966154,6.2,English
"Action, Horror",1.845877,5.8,"English, 普通话"
"Horror, Science Fiction",9.347228,6.2,English
"Horror, Science Fiction",7.029675,6.2,English
"Horror, Science Fiction",11.455239,6.6,English
Horror,3.448018,6.5,"Deutsch, English"
Horror,2.619048,6.8,English
Horror,0.846569,6.2,English
"Drama, Romance",11.304979,7.7,"English, Deutsch, Français"
"Drama, Romance",7.048957,7.6,"English, Français"
"Romance, Drama",11.30324,7.3,"English, ελληνικά, Français"
"Horror, Science Fiction, Thriller",6.140116,5.6,English
"Horror, Mystery, Science Fiction",4.520607,4.8,English
"Adventure, Fantasy, Family",38.187238,7.5,English
"Adventure, Fantasy, Family",29.741452,7.4,English
"Adventure, Fantasy, Family",28.460276,7.7,English
"Adventure, Fantasy, Family",24.903058,7.5,"English, Français"
"Adventure, Fantasy, Family, Mystery",21.3643,7.4,English
"Adventure, Fantasy, Family",19.083723,7.4,English
"Adventure, Fantasy, Family",23.300362,7.5,English
"Family, Fantasy, Adventure",24.990737,7.9,English
"Horror, Thriller",10.307277,5.0,"English, Polski"
"Drama, Horror, Science Fiction",8.443812,4.6,English
"Action, Comedy",4.330658,6.3,Nederlands
"Action, Comedy",2.73888,5.9,Nederlands
"Action, Adventure, War",15.640007,7.5,"Latin, English, Deutsch, Français, Español"
"Action, War",2.086634,3.9,"English, Français, Deutsch"
"War, Action",2.562477,4.0,English
"Adventure, War, Action",1.75819,4.6,"Hrvatski, English, Deutsch"
"Action, Crime, Drama",0.620718,4.4,"Deutsch, English"
"Action, Adventure, Crime, Drama",0.318108,5.5,English
"Action, Crime, Drama, Thriller",13.246795,6.3,"English, Türkçe"
"Crime, Drama, Thriller",1.718239,4.2,English
"Comedy, Horror",8.956081,5.7,English
"Horror, Comedy, Thriller",12.525758,5.6,English
"Horror, Thriller, Comedy, Action",4.546004,5.6,English
"Comedy, Family",11.470748,5.6,English
"Comedy, Family",7.668752,5.1,English
Horror,0.476775,5.0,English
Horror,1.387826,5.3,English
"Horror, Science Fiction, Thriller",5.500439,5.6,English
Horror,3.52572,2.6,
"Action, Science Fiction",2.49535,2.8,"English, Magyar"
"Horror, Thriller, Science Fiction",6.685948,5.4,English
"Fantasy, Comedy",15.947524,6.4,English
"Fantasy, Comedy, Family",9.156877,5.3,English
"Comedy, Drama",9.188584,6.9,English
"Comedy, Drama, War",3.084426,4.8,English
"Fantasy, Comedy, Romance",8.525782,5.5,English
"Fantasy, Comedy, Science Fiction, Romance",2.62835,4.6,English
"Action, Adventure, War",18.108408,7.0,English
"Action, War",12.904677,6.1,English
"Action, Adventure, Fantasy",31.102267,6.5,English
"Action, Adventure, Fantasy",26.23687,6.5,English
"Thriller, Adventure, Action",14.75562,6.0,"English, Español"
"Action, Adventure, Thriller",14.881566,6.1,English
"Action, Adventure, Thriller",14.753545,6.1,English
"Action, Thriller",7.224683,5.2,"العربية, English, ελληνικά, עִבְרִית"
"Action, Adventure",7.007739,5.3,"English, Français"
"Action, Adventure",1.513073,2.5,English
Horror,11.607678,5.9,English
Horror,7.490807,5.1,English
"Horror, Comedy",8.575666,5.7,English
"Adventure, Comedy, Family, Romance",9.559685,5.4,"English, Español"
"Adventure, Comedy, Family",11.885797,3.9,English
"Horror, Thriller",6.703174,5.8,日本語
"Horror, Mystery, Thriller",11.104479,4.7,English
"Horror, Thriller",2.327253,5.6,"Deutsch, 日本語"
Horror,2.513257,4.9,日本語
"Horror, Thriller",4.783203,6.6,"Italiano, English"
Horror,10.050219,7.5,"English, Italiano, Latin, Pусский"
Horror,34.145916,4.1,English
"Action, Comedy, Fantasy, Science Fiction",0.849195,3.0,English
"Documentary, History",3.005198,8.0,English
Documentary,0.824483,7.2,English
"Documentary, History",0.310486,6.9,English
"Documentary, History",0.517268,7.6,English
Comedy,0.224245,6.5,English
Comedy,0.822288,7.4,English
Comedy,1.198567,6.5,English
Comedy,1.954508,5.5,English
"Comedy, Romance",2.665564,5.9,"English, Español"
Comedy,2.227403,5.6,English
Comedy,0.003506,0.0,English
"Animation, Family",8.575933,6.7,English
"Adventure, Animation, Family, Fantasy",5.617157,6.4,English
"Animation, Family",5.66954,7.5,English
"Action, Comedy, Crime, Mystery, Family",10.520501,5.6,English
"Comedy, Mystery",18.54675,5.4,English
"Drama, Mystery, Romance",7.832755,7.8,Français
"Drama, Music, Mystery",8.843517,7.7,"Français, Polski"
"Comedy, Drama, Mystery",6.5898,7.3,"Français, Magyar, Polski"
"Action, Science Fiction, Adventure",22.073099,7.4,"English, فارسی, اردو, العربية"
"Adventure, Action, Science Fiction",19.083344,6.6,"English, Pусский, Français"
"Action, Adventure, Science Fiction",23.721243,6.8,English
"Action, Adventure, Science Fiction",19.323582,6.6,"Français, Norsk, English"
"Action, Adventure, Science Fiction",18.717704,7.6,English
"Adventure, Action, Science Fiction",145.882135,7.1,"Română, English, Deutsch, Pусский"
"Adventure, Fantasy, Action",29.158489,6.6,English
"Action, Adventure, Fantasy",34.905447,6.8,English
"Action, Adventure, Fantasy, Science Fiction",57.283628,0.0,English
"Science Fiction, Adventure, Fantasy",20.031667,6.9,English
"Adventure, Action, Science Fiction",25.309139,7.4,English
"Science Fiction, Adventure, Thriller",147.098006,6.6,English
"Action, Adventure, Science Fiction",26.628178,6.6,English
Horror,1.219861,5.8,한국어/조선말
Horror,2.768803,5.9,한국어/조선말
"Fantasy, Horror, Romance",1.822103,6.2,한국어/조선말
Comedy,1.640271,5.4,Türkçe
Comedy,1.679656,5.5,Türkçe
Comedy,0.990875,5.9,Türkçe
Comedy,1.590383,6.5,Türkçe
Comedy,0.051624,6.0,English
"Fantasy, Action, Drama, Thriller",2.676688,6.0,普通话
"Drama, Fantasy",3.652211,5.5,"普通话, ภาษาไทย"
Comedy,1.512735,4.1,Deutsch
"Comedy, Romance",2.832858,4.5,Deutsch
"Animation, Horror, Action, Science Fiction",8.156555,6.3,"English, 日本語"
Animation,16.532373,6.3,"日本語, English"
"Action, Adventure, Animation, Horror, Mystery, Science Fiction",13.875911,6.6,"English, 日本語"
"Adventure, Comedy, Family",0.229765,3.5,Norsk
"Adventure, Family, Fantasy, Science Fiction, TV Movie",5.056089,5.9,English
Adventure,10.002017,5.4,English
"Drama, Science Fiction, Thriller",0.57391,4.5,English
Comedy,0.65365,7.0,English
Comedy,0.708985,7.5,English
Comedy,0.78247,6.3,English
"Comedy, Romance",0.883532,6.4,English
Horror,6.798595,6.4,"English, Italiano"
"Adventure, Action, Thriller, Crime, Mystery",10.08937,7.2,English
"Thriller, Crime, Action",8.462364,6.2,English
"Family, TV Movie, Comedy",0.580174,4.4,English
"Comedy, Family",0.799403,6.9,English
"TV Movie, Comedy, Family",0.449333,5.1,English
"Comedy, TV Movie",1.057133,4.5,English
"Animation, Family, Adventure, Comedy, Fantasy",10.219758,5.5,English
"Fantasy, Family, Comedy, Animation",10.640864,5.5,English
"Adventure, Animation, Comedy, Family",16.972835,6.2,"العربية, English"
Comedy,0.726197,3.9,svenska
"Action, Thriller, Crime",15.010525,7.2,English
"Crime, Thriller",20.623642,6.3,English
"Science Fiction, Adventure, Mystery",16.624854,6.3,", English"
"Horror, Science Fiction, Thriller",72.884078,5.7,English
Comedy,2.034301,7.4,English
Comedy,1.226779,6.7,"English, Esperanto"
Comedy,1.456451,6.5,English
Comedy,1.208267,5.8,English
Comedy,1.561911,6.0,English
Comedy,2.713688,6.5,English
Comedy,1.642712,6.5,English
"Thriller, Horror",5.324419,6.2,English
Horror,9.021941,5.2,English
"Adventure, Action, Thriller, Science Fiction",11.787058,5.6,"English, Français, "
"Adventure, Action, Science Fiction, Thriller",10.560608,5.4,English
"Action, Thriller",16.367481,7.2,"English, Français, العربية, shqip"
"Action, Crime, Thriller",16.376482,6.1,"English, Türkçe, العربية"
"Thriller, Action",18.081483,6.1,English
Horror,5.215107,5.6,English
"Fantasy, Horror",2.924431,5.0,English
"Thriller, Horror",8.893041,3.8,English
Horror,2.637066,4.1,English
"Action, Adventure, Drama, Horror",8.73274,7.7,English
"Adventure, Horror, Action, Science Fiction",1.771424,5.2,"English, Deutsch"
"Adventure, Drama",5.810716,5.9,English
"Action, Horror",2.663294,4.6,English
Horror,15.360682,4.9,English
Horror,2.85339,4.3,English
"Action, Adventure, Comedy",10.877201,4.6,English
"Action, Adventure, Comedy",6.138795,5.0,English
"Action, Adventure, Romance",1.684532,6.3,English
Drama,5.961382,7.6,English
"Drama, Romance",0.370342,5.2,English
"Adventure, Animation, Drama, Family",13.280069,6.7,English
"Adventure, Animation, Romance, Family",8.763892,4.9,English
Horror,6.942907,6.1,"English, Italiano"
Horror,3.537361,4.6,English
"Comedy, Horror",1.939337,6.0,English
"Animation, Comedy, Family",26.419962,7.5,English
"Animation, Family",6.816147,6.9,English
"Animation, Family",16.267502,7.0,English
"Animation, Family",25.497794,7.6,English
"Adventure, Animation, Comedy, Family",14.477677,6.8,English
Comedy,3.435989,5.1,English
Comedy,0.828592,5.2,English
Comedy,0.152426,4.0,Pусский
"Thriller, Crime, Mystery",2.310913,6.5,svenska
"Crime, Thriller, Mystery",2.354815,6.3,svenska
"Animation, Comedy, Science Fiction",5.32979,7.4,English
"Animation, Comedy, Science Fiction, Fantasy",5.494827,6.9,English
"Animation, Comedy, Science Fiction",5.829662,6.9,English
"Animation, Comedy",13.284811,7.2,English
"History, Adventure, War",0.868637,7.4,Polski
"Adventure, Crime, Drama, History",1.766518,6.7,"Türkçe, Polski, , Український"
"Horror, Thriller",11.067992,5.8,English
"Drama, Horror, Mystery, Thriller",4.826581,6.6,English
"Comedy, Romance",6.653254,6.3,"English, Français, Deutsch"
Comedy,4.68182,5.4,"English, Français, Italiano"
Horror,4.662323,6.8,"English, Deutsch"
Horror,2.446438,5.0,English
Horror,6.353881,6.4,English
Horror,1.942771,5.8,English
"Comedy, Horror",1.319947,5.4,English
"Horror, Comedy, Science Fiction",0.520487,4.8,English
"Fantasy, Horror, Comedy",1.34144,3.9,English
"Comedy, Horror",6.133484,5.7,English
"Horror, Comedy",1.718146,5.0,English
"Horror, Comedy",1.986075,5.4,English
Horror,1.872461,4.7,English
"Comedy, Horror, Thriller",0.763373,5.0,English
Horror,2.06907,4.8,日本語
"Animation, Science Fiction",0.987992,7.9,日本語
"Crime, Comedy",0.726743,7.4,Polski
"Action, Comedy, Foreign",1.599269,6.9,Polski
"Comedy, Crime",0.840863,7.1,Polski
"Action, Adventure, Animation, Drama",9.515415,7.0,"Deutsch, 日本語"
"Adventure, Fantasy, Animation, Action, Science Fiction",2.463401,6.9,日本語
"Horror, Science Fiction, Thriller",2.855757,4.7,English
"Horror, Science Fiction",7.522408,5.4,English
"Adventure, Action, Animation, Fantasy, Science Fiction, Thriller",10.223851,5.9,English
"Action, Adventure, Animation, Fantasy",15.260291,6.7,日本語
"Action, Adventure, Animation",2.545247,6.4,日本語
"Action, Animation, Adventure, Drama, Fantasy, Science Fiction",7.692445,6.8,日本語
"Romance, Animation, Family, Adventure, Fantasy",5.028897,5.0,English
"Drama, Animation, Family, Comedy, Fantasy",7.068389,6.3,English
"Animation, Family, Comedy",4.602352,5.2,English
"Animation, Drama, War",2.28696,7.6,日本語
"Animation, Drama, War",2.276585,5.2,日本語
"Animation, Comedy, Family, Fantasy, Science Fiction",13.139893,4.6,English
Animation,3.340303,4.0,English
"Animation, Science Fiction",7.640073,6.3,"English, Magyar"
"Action, Adventure, Animation, Fantasy, Science Fiction",3.511503,5.2,"English, Español"
"Comedy, Animation, Adventure, Fantasy, Romance",1.31263,8.0,日本語
"Fantasy, Animation, Adventure",1.830762,7.8,日本語
"Fantasy, Adventure, Animation, Comedy, Family, Music",6.649391,6.8,"Nederlands, English, Polski"
"Animation, Family",1.614156,5.8,
"Animation, Comedy, Family, Fantasy",2.799264,6.8,English
"Fantasy, Drama, Animation, Adventure",7.914795,6.1,English
"Adventure, Animation, Family",16.425868,6.0,English
"Animation, Family, Fantasy",1.800615,5.1,English
"Fantasy, Animation, Drama, Family",10.812275,7.5,English
"Animation, Family",2.34262,4.3,English
Comedy,2.82459,5.5,"English, Español"
"Action, Thriller, Science Fiction",0.96936,5.4,Español
"Animation, Family, Adventure, Drama, Fantasy",2.481381,5.4,"English, suomi"
"Animation, Family, Adventure, Comedy",3.232942,5.7,suomi
"Romance, Drama",6.28597,7.4,Español
"Drama, Romance",7.78818,6.6,Español
"Animation, Comedy, Science Fiction",7.994542,6.9,English
"Drama, Comedy, Romance",1.047079,5.0,हिन्दी
"Comedy, Romance",2.5038,5.2,हिन्दी
"Comedy, Drama, Romance",1.974336,5.2,हिन्दी
"Comedy, Foreign",1.387143,4.4,"English, हिन्दी"
Comedy,1.342057,6.1,हिन्दी
Comedy,2.467498,6.4,हिन्दी
"Comedy, Foreign",1.371231,5.6,हिन्दी
Documentary,0.502688,5.6,"English, Español"
Documentary,0.296487,7.2,svenska
"Action, Drama, Thriller",9.337393,5.9,English
Action,3.437664,5.4,English
"War, Action, Thriller, Drama",5.249191,5.2,English
"Thriller, Action",3.544629,5.5,English
"Action, Drama, War",4.236209,5.5,English
"Drama, Action, Thriller",7.046943,5.2,English
"Drama, Mystery, Thriller, Crime",12.235391,6.2,"English, 普通话"
"Crime, Mystery, Thriller, Action",13.214068,6.1,"English, Pусский"
"Action, Thriller, Crime, Mystery",8.279285,5.1,"English, Deutsch"
"Comedy, Romance, Drama",0.099798,4.0,Pусский
Drama,0.881401,6.2,
Drama,0.695043,5.8,
Drama,0.806208,6.8,
"Animation, Science Fiction, Drama, Action, Adventure, War",0.886893,6.8,日本語
"Animation, Science Fiction, Action, Adventure, Drama, War",0.149422,6.5,日本語
"Comedy, Drama",2.016044,6.1,English
"Comedy, Romance",2.576815,6.1,English
"Crime, Horror, Thriller",1.597247,5.8,English
"Crime, Drama, Horror, Thriller",10.072668,6.8,English
"Horror, Mystery, Thriller",5.875606,6.5,English
"Horror, Thriller",0.630496,3.7,English
"Action, Thriller",10.68537,5.8,"Italiano, English"
"Action, Mystery, Thriller",6.643263,5.1,English
"Action, Drama",1.514248,6.4,English
"Action, Crime, Drama, Thriller",12.968011,7.0,"Français, English, Italiano, Deutsch"
"Action, Crime, Thriller",7.965003,6.1,English
"Action, Crime, Drama, Thriller",12.829904,6.1,English
"Thriller, Action, Adventure, Crime",4.566325,5.6,English
"Action, Crime, Drama, Thriller",3.595599,5.0,English
"Drama, Science Fiction, Mystery",4.658149,6.8,Français
Animation,8.910462,6.5,English
"Fantasy, Animation, Romance, Family",5.121309,5.8,"Dansk, English, suomi, Deutsch, Norsk, Polski, Español, svenska"
"Fantasy, Animation, Family",5.174917,5.7,English
Animation,1.647024,6.0,English
"Romance, Music, Family",11.863954,6.0,English
"Drama, Family, Music, Romance",3.103057,5.1,English
"Drama, Music, Comedy",5.768543,6.0,English
"Comedy, Romance",0.802364,5.9,English
"Comedy, Music, Romance",0.207903,4.6,English
"Adventure, Animation, Comedy, Fantasy",0.143157,4.5,日本語
"Adventure, Animation, Comedy, Fantasy",1.268018,3.6,日本語
"Adventure, Animation, Comedy, Fantasy",0.232553,4.0,日本語
"Animation, Adventure, Comedy, Fantasy",0.310286,5.0,日本語
"Fantasy, Animation, Comedy, Adventure",0.953583,5.1,日本語
"Horror, Mystery",13.740965,6.5,English
"Drama, Horror, Thriller",16.15818,5.5,English
Horror,24.535733,4.8,English
Science Fiction,13.378587,6.1,English
Science Fiction,1.155075,5.0,"Deutsch, English"
"Adventure, Science Fiction, Thriller, Mystery",3.765759,4.4,English
"Adventure, Animation, Comedy",7.932795,7.5,日本語
"Action, Animation, Comedy, TV Movie",0.513825,5.7,日本語
"Action, Animation, Comedy, TV Movie",0.482398,5.9,日本語
"Action, Adventure, Animation, Comedy, Crime",0.961479,7.4,日本語
"Action, Adventure, Comedy",6.730243,5.6,"English, 日本語"
"Action, Animation, Comedy, TV Movie",0.630398,5.6,日本語
Comedy,0.236258,0.0,Eesti
"Drama, Comedy",0.583519,6.6,Eesti
"Comedy, Drama",0.00022,8.0,Eesti
"Action, Adventure, Crime, Thriller",12.276235,7.0,广州话 / 廣州話
"Adventure, Action, Comedy",7.278549,6.8,广州话 / 廣州話
"Action, Adventure",11.02591,6.0,"普通话, English, Français, Español, Pусский"
"Action, Adventure, Fantasy",2.860376,5.3,"广州话 / 廣州話, 普通话"
"Action, Adventure, Comedy, Thriller",6.046516,5.3,English
"Action, Adventure, Comedy",2.390543,5.1,English
Comedy,0.808418,8.5,Magyar
Comedy,0.714017,7.2,Magyar
"Family, Animation",16.136217,6.6,"English, Français, Português, Español, ภาษาไทย"
"Family, Animation",12.668733,6.2,"English, Italiano, ภาษาไทย"
"Animation, Family",13.829042,6.4,"English, Español, ภาษาไทย"
"Family, Animation, Adventure, Comedy",22.201607,6.5,English
Comedy,0.850566,5.4,Deutsch
Family,0.847841,4.8,Deutsch
"Comedy, Family",0.515796,3.0,English
"Comedy, Drama, Family, Music, TV Movie",5.840379,6.0,English
"Comedy, Music, TV Movie",4.834304,5.8,English
"Fantasy, Animation, Family",6.493765,7.0,"日本語, ภาษาไทย"
Comedy,0.072329,4.5,suomi
Comedy,0.8324,6.4,suomi
Comedy,0.245969,5.7,suomi
Comedy,0.00022,6.5,"suomi, Español"
Comedy,0.219689,5.0,suomi
Comedy,0.085015,5.0,suomi
Comedy,0.120042,6.0,suomi
Comedy,0.407039,5.0,
Comedy,0.009113,5.5,suomi
Comedy,0.149544,4.3,suomi
Comedy,0.221224,5.7,suomi
Comedy,0.060764,6.3,suomi
